all_eta_bins : [0.0, 0.2, 0.4, 0.6, 0.8, 1.0, 1.25, 1.5, 1.75, 2.0, 2.1, 2.2, 2.3, 2.4]
all_pT_bins  : [5.0, 7.0, 10.0, 14.0, 20.0, 27.0, 38.0, 50.0, 75.0, 100.0, 150.0, 200.0, 1000]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
Jpsi   , 2 , 12, 37        , 	[2.1, 2.2],		[38.0, 50.0],		[-0.0035252848174422975, 1.2336256531852996e-06, 0.0040769632905721664]
DY+Jpsi, 12, 12, 37593     , 	[2.1, 2.2],		[38.0, 50.0],		[-0.014497896656394005, -0.0020990523044019938, -0.0014095153892412782, -0.0009700813097879291, -0.0006183605873957276, -0.0003065352502744645, -1.1133324733236805e-05, 0.0002864795387722552, 0.0005968849291093647, 0.000948650180362165, 0.0013924941886216402, 0.0020912084728479385, 0.014870702289044857]
DY     , 12, 12, 15291     , 	[2.1, 2.2],		[50.0, 75.0],		[-0.009206578135490417, -0.0018946792697533965, -0.0012728746514767408, -0.000857995473779738, -0.0005254196585156024, -0.0002297887549502775, 4.966600681655109e-05, 0.0003337687230668962, 0.0006336320657283068, 0.0009727490250952542, 0.0014037530636414886, 0.0020785450469702482, 0.013721817173063755]
Jpsi   , 2 , 12, 12        , 	[2.1, 2.2],		[50.0, 75.0],		[-0.0034988748375326395, -0.00025529073900543153, 0.002800733083859086]
DY+Jpsi, 12, 12, 15293     , 	[2.1, 2.2],		[50.0, 75.0],		[-0.009206578135490417, -0.0018946933560073376, -0.0012729134177789092, -0.0008579946588724852, -0.0005254772258922458, -0.00022980707581155002, 4.964870822732337e-05, 0.00033374939812347293, 0.0006336116930469871, 0.0009727425640448928, 0.0014037274522706866, 0.002078490098938346, 0.013721817173063755]
DY     , 12, 12, 2764      , 	[2.1, 2.2],		[75.0, 100.0],		[-0.007562905550003052, -0.0017985482700169086, -0.0012032719096168876, -0.0008071974152699113, -0.0004930770373903215, -0.00021126933279447258, 6.0248334193602204e-05, 0.00032417074544355273, 0.0006103928899392486, 0.0009348807507194579, 0.0013477916363626719, 0.0019452383276075125, 0.01400270126760006]
Jpsi   , 2 , 12, 2         , 	[2.1, 2.2],		[75.0, 100.0],		[-0.0013312730006873608, -0.0002778058988042176, 0.002598877996206284]
DY+Jpsi, 12, 12, 2764      , 	[2.1, 2.2],		[75.0, 100.0],		[-0.007562905550003052, -0.0017985482700169086, -0.0012034198734909296, -0.0008072918280959129, -0.0004931865842081606, -0.00021156453294679523, 6.0235088312765583e-05, 0.0003241257509216666, 0.00061036430997774, 0.0009348807507194579, 0.001347805024124682, 0.0019456114387139678, 0.01400270126760006]
DY     , 6 , 12, 2264      , 	[2.1, 2.2],		[100.0, 150.0],		[-0.006188590545207262, -0.0011784371454268694, -0.0004930277937091887, 6.320647662505507e-05, 0.0006217591580934823, 0.001359362038783729, 0.008831924758851528]
Jpsi   , -1, 12, 0         , 	[2.1, 2.2],		[100.0, 150.0],		[None, None]
DY+Jpsi, 6 , 12, 2264      , 	[2.1, 2.2],		[100.0, 150.0],		[-0.006188590545207262, -0.0011784371454268694, -0.0004930277937091887, 6.320647662505507e-05, 0.0006217591580934823, 0.001359362038783729, 0.008831924758851528]
DY     , 2 , 12, 1170      , 	[2.1, 2.2],		[150.0, 200.0],		[-0.005496731959283352, 0.00017114698130171746, 0.005164653528481722]
Jpsi   , -1, 12, 0         , 	[2.1, 2.2],		[150.0, 200.0],		[None, None]
DY+Jpsi, 2 , 12, 1170      , 	[2.1, 2.2],		[150.0, 200.0],		[-0.005496731959283352, 0.00017114698130171746, 0.005164653528481722]
DY     , 2 , 12, 479       , 	[2.1, 2.2],		[200.0, 1000],		[-0.005296958144754171, 0.00024293523165397346, 0.005038782488554716]
Jpsi   , -1, 12, 0         , 	[2.1, 2.2],		[200.0, 1000],		[None, None]
DY+Jpsi, 2 , 12, 479       , 	[2.1, 2.2],		[200.0, 1000],		[-0.005296958144754171, 0.00024293523165397346, 0.005038782488554716]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
DY     , 3 , 12, 2224      , 	[2.2, 2.3],		[5.0, 7.0],		[-0.013939334079623222, -0.0012702193344011903, 0.001205509644933045, 0.014954718761146069]
Jpsi   , 10, 12, 2074      , 	[2.2, 2.3],		[5.0, 7.0],		[-0.014644089154899119, -0.00398297654464841, -0.002413127571344376, -0.0014529345789924266, -0.0006833689985796808, 2.493085594323929e-05, 0.0007311514345929028, 0.001504176645539701, 0.0024728747084736824, 0.004010016098618507, 0.014997394755482675]
DY+Jpsi, 12, 12, 2284      , 	[2.2, 2.3],		[5.0, 7.0],		[-0.014644089154899119, -0.004448524676263332, -0.0028597714845091105, -0.0019185675773769617, -0.0012072526151314378, -0.0005891689215786755, 1.4053595123186824e-06, 0.0005986868054606019, 0.0012231747386977074, 0.0019453397253528237, 0.002868484938517213, 0.004418248776346445, 0.014997394755482675]
DY     , 8 , 12, 2243      , 	[2.2, 2.3],		[7.0, 10.0],		[-0.014222617261111736, -0.0029075543861836195, -0.0016230210894718766, -0.0007869208930060267, -6.77176212775521e-05, 0.0006712782778777182, 0.0015452266670763493, 0.002864648588001728, 0.014499124139547348]
Jpsi   , 8 , 12, 2007      , 	[2.2, 2.3],		[7.0, 10.0],		[-0.014924529008567331, -0.002907757647335529, -0.0015838161343708634, -0.0007187260198406875, 6.363724423863459e-06, 0.0007509483257308602, 0.00162936607375741, 0.0029807279352098703, 0.014778349548578262]
DY+Jpsi, 12, 12, 2833      , 	[2.2, 2.3],		[7.0, 10.0],		[-0.014924529008567331, -0.003620984964072704, -0.002395200775936246, -0.0016045015072450042, -0.0010108660208061337, -0.0005129831843078136, -3.0298457204480655e-05, 0.0004608285380527377, 0.0009731040336191654, 0.0015902078012004495, 0.002372391987591982, 0.003678412875160575, 0.014778349548578262]
DY     , 12, 12, 3359      , 	[2.2, 2.3],		[10.0, 14.0],		[-0.014749038964509964, -0.0031479359604418278, -0.002072045346722007, -0.0014178160345181823, -0.0009052915265783668, -0.00045796085032634437, -4.803947012987919e-05, 0.0003740830288734287, 0.0008156969561241567, 0.0013309383066371083, 0.001988582545891404, 0.0030867636669427156, 0.0143655426800251]
Jpsi   , 4 , 12, 2129      , 	[2.2, 2.3],		[10.0, 14.0],		[-0.011699415743350984, -0.0013606292195618153, 4.5908120227977633e-05, 0.0014896772336214779, 0.01463214959949255]
DY+Jpsi, 12, 12, 4069      , 	[2.2, 2.3],		[10.0, 14.0],		[-0.014749038964509964, -0.0031584452372044325, -0.0020709249656647444, -0.0014076262013986707, -0.000893747026566416, -0.0004460008640307933, -3.2423980883322656e-05, 0.00038802923518233, 0.0008353263256140053, 0.001355325453914702, 0.0020251928362995386, 0.0031251884065568447, 0.01463214959949255]
DY     , 12, 12, 7768      , 	[2.2, 2.3],		[14.0, 20.0],		[-0.014076120220124722, -0.0028236499056220055, -0.001870340551249683, -0.0012788426829501987, -0.0008252254920080304, -0.0004262091824784875, -5.796888945042156e-05, 0.00031381589360535145, 0.0007021337514743209, 0.001150666270405054, 0.001737707294523716, 0.002643861109390855, 0.013443471863865852]
Jpsi   , 2 , 12, 1769      , 	[2.2, 2.3],		[14.0, 20.0],		[-0.00947755202651024, 5.168121060705744e-05, 0.012507383711636066]
DY+Jpsi, 12, 12, 8063      , 	[2.2, 2.3],		[14.0, 20.0],		[-0.014076120220124722, -0.002823945600539446, -0.0018709073774516582, -0.0012785587459802628, -0.0008242535986937582, -0.00042368279537186027, -5.377304842113517e-05, 0.00031821648008190095, 0.0007074474124237895, 0.0011551097268238664, 0.0017430535517632961, 0.00265370006673038, 0.013443471863865852]
DY     , 12, 12, 12910     , 	[2.2, 2.3],		[20.0, 27.0],		[-0.014401236549019814, -0.002583613619208336, -0.0017177907284349203, -0.001187747810035944, -0.0007658640970475972, -0.0004091743612661958, -7.19286545063369e-05, 0.00026724161580204964, 0.0006270638550631702, 0.0010373428231105208, 0.001563000725582242, 0.002397013595327735, 0.01159734558314085]
Jpsi   , 2 , 12, 519       , 	[2.2, 2.3],		[20.0, 27.0],		[-0.0069879088550806046, 0.0001134448903030716, 0.0072909994050860405]
DY+Jpsi, 12, 12, 12997     , 	[2.2, 2.3],		[20.0, 27.0],		[-0.014401236549019814, -0.0025826157070696354, -0.001716829719953239, -0.0011864759726449847, -0.0007646495942026377, -0.0004081785154994577, -7.084340177243575e-05, 0.00026859197532758117, 0.0006285556009970605, 0.0010385161731392145, 0.0015655792085453868, 0.0024001419078558683, 0.01159734558314085]
DY     , 12, 12, 28561     , 	[2.2, 2.3],		[27.0, 38.0],		[-0.01311634760349989, -0.0023893038742244244, -0.0016024283831939101, -0.0011084835277870297, -0.000723854755051434, -0.00039328067214228213, -7.640353578608483e-05, 0.00023659312864765525, 0.0005683535127900541, 0.0009425109019502997, 0.0014176876284182072, 0.002164226258173585, 0.012189078144729137]
Jpsi   , 2 , 12, 175       , 	[2.2, 2.3],		[27.0, 38.0],		[-0.0047568599693477145, 0.00016512113506905735, 0.005812413524836303]
DY+Jpsi, 12, 12, 28590     , 	[2.2, 2.3],		[27.0, 38.0],		[-0.01311634760349989, -0.0023890440352261066, -0.001602328266017139, -0.0011083490680903196, -0.0007236636593006551, -0.0003930420207325369, -7.618663948960602e-05, 0.00023684234474785626, 0.0005685153300873935, 0.0009427150944247842, 0.0014178610872477293, 0.002164531033486128, 0.012189078144729137]
DY     , 12, 12, 34357     , 	[2.2, 2.3],		[38.0, 50.0],		[-0.011738606728613377, -0.0021320399828255177, -0.001440808642655611, -0.0009891970548778772, -0.0006299447268247604, -0.00031367354677058756, -1.4600434951717034e-05, 0.0002815497573465109, 0.0005965096061117947, 0.0009571201517246664, 0.0014105638256296515, 0.0021098083816468716, 0.01352175883948803]
Jpsi   , 2 , 12, 45        , 	[2.2, 2.3],		[38.0, 50.0],		[-0.00418230751529336, -0.00013736945402342826, 0.005341203883290291]
DY+Jpsi, 12, 12, 34365     , 	[2.2, 2.3],		[38.0, 50.0],		[-0.011738606728613377, -0.002132045105099678, -0.0014408696442842484, -0.0009892337257042527, -0.0006299749948084354, -0.00031367354677058756, -1.4645454939454794e-05, 0.00028151649166829884, 0.0005964889423921704, 0.000957121723331511, 0.0014106313465163112, 0.0021097990684211254, 0.01352175883948803]
DY     , 12, 12, 13922     , 	[2.2, 2.3],		[50.0, 75.0],		[-0.013282928615808487, -0.0019374167313799262, -0.0012923050671815872, -0.0008663762710057199, -0.0005284834187477827, -0.00022770358191337436, 5.8563884522300214e-05, 0.0003479630977381021, 0.0006585433147847652, 0.0010053871665149927, 0.0014513912610709667, 0.002139914780855179, 0.014114118181169033]
Jpsi   , 2 , 12, 15        , 	[2.2, 2.3],		[50.0, 75.0],		[-0.0023127717431634665, -0.0007949236314743758, 0.0030452657956629987]
DY+Jpsi, 12, 12, 13925     , 	[2.2, 2.3],		[50.0, 75.0],		[-0.013282928615808487, -0.0019374167313799262, -0.001292337430641055, -0.0008664891356602311, -0.000528668169863522, -0.00022783735767006874, 5.849997978657484e-05, 0.0003478570142760873, 0.0006582961068488657, 0.00100526656024158, 0.0014513174537569284, 0.0021398707758635283, 0.014114118181169033]
DY     , 12, 12, 2521      , 	[2.2, 2.3],		[75.0, 100.0],		[-0.0068330480717122555, -0.0018064090982079506, -0.0011895846109837294, -0.0008072371711023152, -0.00047742686001583934, -0.0001948818244272843, 8.340987551491708e-05, 0.000358453398803249, 0.0006629201816394925, 0.0010051308199763298, 0.0014241982717067003, 0.002062395680695772, 0.010304434224963188]
Jpsi   , 2 , 12, 0         , 	[2.2, 2.3],		[75.0, 100.0],		[0.0005613378016278092, 0.0005613378016278149, 0.0005613378016278149]
DY+Jpsi, 12, 12, 2521      , 	[2.2, 2.3],		[75.0, 100.0],		[-0.0068330480717122555, -0.0018064090982079506, -0.0011895843781530857, -0.000807115517091006, -0.0004773918481077999, -0.00019474908185657114, 8.384737157030031e-05, 0.00035863640368916094, 0.0006629201816394925, 0.0010051308199763298, 0.0014241982717067003, 0.002062395680695772, 0.010304434224963188]
DY     , 6 , 12, 2031      , 	[2.2, 2.3],		[100.0, 150.0],		[-0.006056377664208412, -0.001156104146502912, -0.00043804841698147357, 0.00013201967522036284, 0.0007006638334132731, 0.001429106225259602, 0.011841953732073307]
Jpsi   , -1, 12, 0         , 	[2.2, 2.3],		[100.0, 150.0],		[None, None]
DY+Jpsi, 6 , 12, 2031      , 	[2.2, 2.3],		[100.0, 150.0],		[-0.006056377664208412, -0.001156104146502912, -0.00043804841698147357, 0.00013201967522036284, 0.0007006638334132731, 0.001429106225259602, 0.011841953732073307]
DY     , 2 , 12, 1061      , 	[2.2, 2.3],		[150.0, 200.0],		[-0.0047155204229056835, 0.00023220024013426155, 0.007509694434702396]
Jpsi   , -1, 12, 0         , 	[2.2, 2.3],		[150.0, 200.0],		[None, None]
DY+Jpsi, 2 , 12, 1061      , 	[2.2, 2.3],		[150.0, 200.0],		[-0.0047155204229056835, 0.00023220024013426155, 0.007509694434702396]
DY     , 2 , 12, 390       , 	[2.2, 2.3],		[200.0, 1000],		[-0.003041733056306839, 0.0002984431339427829, 0.004882656969130039]
Jpsi   , -1, 12, 0         , 	[2.2, 2.3],		[200.0, 1000],		[None, None]
DY+Jpsi, 2 , 12, 390       , 	[2.2, 2.3],		[200.0, 1000],		[-0.003041733056306839, 0.0002984431339427829, 0.004882656969130039]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
DY     , 3 , 12, 2244      , 	[2.3, 2.4],		[5.0, 7.0],		[-0.01439303532242775, -0.0012626465177163482, 0.0012561035109683871, 0.014872228726744652]
Jpsi   , 8 , 12, 2177      , 	[2.3, 2.4],		[5.0, 7.0],		[-0.014820605516433716, -0.003627311205491424, -0.0020110970363020893, -0.0008922279230318962, 2.07535267691128e-05, 0.0009720271918922664, 0.002055715536698699, 0.003661143127828837, 0.014830433763563631]
DY+Jpsi, 12, 12, 2012      , 	[2.3, 2.4],		[5.0, 7.0],		[-0.014820605516433716, -0.004532183986157179, -0.002974395640194416, -0.002009598072618246, -0.0012438850244507196, -0.0005875513306818902, 7.586023457406554e-06, 0.0006057102000340818, 0.0012869692873209715, 0.00204280624166131, 0.002982444362714887, 0.004556484986096621, 0.014872228726744652]
DY     , 8 , 12, 2241      , 	[2.3, 2.4],		[7.0, 10.0],		[-0.014970775693655014, -0.0030258239712566137, -0.0017407647101208568, -0.0008444591658189893, -7.832737173885107e-05, 0.0006759894895367324, 0.001587446196936071, 0.002951773814857006, 0.014681469649076462]
Jpsi   , 6 , 12, 2207      , 	[2.3, 2.4],		[7.0, 10.0],		[-0.01273891516029835, -0.0024762444663792853, -0.0010176844662055373, 2.745086021604948e-05, 0.0011081387056037784, 0.002548813819885254, 0.01486433669924736]
DY+Jpsi, 12, 12, 2598      , 	[2.3, 2.4],		[7.0, 10.0],		[-0.014970775693655014, -0.0037987944670021534, -0.002499604132026434, -0.001711490796878934, -0.00107538269367069, -0.0005341640789993106, -3.367711906321347e-05, 0.00046801372081972664, 0.0010210518958047032, 0.001654685358516872, 0.002465839963406325, 0.0037729337345808744, 0.01486433669924736]
DY     , 12, 12, 3336      , 	[2.3, 2.4],		[10.0, 14.0],		[-0.013916626572608948, -0.003286218037828803, -0.002154626650735736, -0.0014874713961035013, -0.0009576803422532976, -0.0004961223457939923, -6.586971721844748e-05, 0.0003585056110750884, 0.0008167307241819799, 0.0013459431938827038, 0.002009609015658498, 0.003094293875619769, 0.012651301920413971]
Jpsi   , 3 , 12, 2254      , 	[2.3, 2.4],		[10.0, 14.0],		[-0.012321026995778084, -0.000849453906994313, 0.0009583878563717008, 0.011267882771790028]
DY+Jpsi, 12, 12, 3899      , 	[2.3, 2.4],		[10.0, 14.0],		[-0.013916626572608948, -0.003272330155596137, -0.0021454235538840294, -0.0014734891010448337, -0.0009425173630006611, -0.00047986741992644966, -4.9560912884771824e-05, 0.0003826989559456706, 0.0008377928752452135, 0.0013713828520849347, 0.0020412979647517204, 0.003132601268589497, 0.012651301920413971]
DY     , 12, 12, 7678      , 	[2.3, 2.4],		[14.0, 20.0],		[-0.011970814317464828, -0.0028687394224107265, -0.0019220288377255201, -0.0013276173267513514, -0.0008627178613096476, -0.0004514687752816826, -7.000367622822523e-05, 0.0003085798816755414, 0.0007185368449427187, 0.0011658583534881473, 0.001764209708198905, 0.0027202744968235493, 0.014912637881934643]
Jpsi   , 2 , 12, 1351      , 	[2.3, 2.4],		[14.0, 20.0],		[-0.009076562710106371, 7.904678932391107e-05, 0.011973871849477293]
DY+Jpsi, 12, 12, 7903      , 	[2.3, 2.4],		[14.0, 20.0],		[-0.011970814317464828, -0.0028656197246164083, -0.0019177250796929002, -0.0013243529247120023, -0.0008593253442086279, -0.00044899145723320544, -6.458713323809206e-05, 0.0003117626183666289, 0.0007227238384075463, 0.0011725315125659108, 0.0017697603907436132, 0.0027284687384963036, 0.014912637881934643]
DY     , 12, 12, 12694     , 	[2.3, 2.4],		[20.0, 27.0],		[-0.014470431953668594, -0.002628296846523881, -0.0017750575207173824, -0.0012329925084486604, -0.0008039779495447874, -0.0004356260469648987, -8.963535219663754e-05, 0.000258404528722167, 0.0006273550679907203, 0.0010490715503692627, 0.0015728073194622993, 0.002415288472548127, 0.013281840831041336]
Jpsi   , 2 , 12, 343       , 	[2.3, 2.4],		[20.0, 27.0],		[-0.005005186423659325, -3.171531716361642e-05, 0.00855900626629591]
DY+Jpsi, 12, 12, 12751     , 	[2.3, 2.4],		[20.0, 27.0],		[-0.014470431953668594, -0.0026273864787071943, -0.001773970085196197, -0.0012316498905420303, -0.000802640977781266, -0.0004351419338490814, -8.926296868594363e-05, 0.0002586937916930765, 0.0006278613000176847, 0.0010490781860426068, 0.0015726764686405659, 0.0024153408594429493, 0.013281840831041336]
DY     , 12, 12, 27611     , 	[2.3, 2.4],		[27.0, 38.0],		[-0.01496757473796606, -0.002450083615258336, -0.0016716404352337122, -0.001171342097222805, -0.0007779229199513793, -0.000430594285717234, -0.00010687760368455201, 0.00021257434855215251, 0.0005528095061890781, 0.0009343609563075006, 0.0014226523926481605, 0.0021699899807572365, 0.014520956203341484]
Jpsi   , 2 , 12, 109       , 	[2.3, 2.4],		[27.0, 38.0],		[-0.004895062185823917, 3.0039258490432982e-05, 0.006375709082931279]
DY+Jpsi, 12, 12, 27629     , 	[2.3, 2.4],		[27.0, 38.0],		[-0.01496757473796606, -0.0024499057326465845, -0.001671502599492669, -0.001171186799183488, -0.0007777624996379018, -0.00043048456427641213, -0.00010675842349883169, 0.00021266470139380544, 0.0005529003101401031, 0.0009344643913209438, 0.00142275495454669, 0.0021700765937566757, 0.014520956203341484]
DY     , 12, 12, 31284     , 	[2.3, 2.4],		[38.0, 50.0],		[-0.013357674703001976, -0.002159736817702651, -0.0014658691361546516, -0.0010103103704750538, -0.0006449006032198668, -0.00032247777562588453, -1.651666207180824e-05, 0.0002881496911868453, 0.0006076547433622181, 0.0009726029238663614, 0.0014289774699136615, 0.0021349801681935787, 0.013428977690637112]
Jpsi   , 2 , 12, 25        , 	[2.3, 2.4],		[38.0, 50.0],		[-0.002514142310246825, -7.56204899516888e-05, 0.00419536791741848]
DY+Jpsi, 12, 12, 31289     , 	[2.3, 2.4],		[38.0, 50.0],		[-0.013357674703001976, -0.0021595684811472893, -0.0014658316504210234, -0.0010103066451847553, -0.0006449006032198668, -0.00032248240313492715, -1.6527686966583133e-05, 0.00028812518576160073, 0.0006076433346606791, 0.0009726029238663614, 0.0014289731625467539, 0.002134994836524129, 0.013428977690637112]
DY     , 12, 12, 12749     , 	[2.3, 2.4],		[50.0, 75.0],		[-0.014343243092298508, -0.0019391708774492145, -0.001287161256186664, -0.0008540981216356158, -0.0004993696929886937, -0.0001918602065416053, 0.00010784967889776453, 0.00040857441490516067, 0.0007259067497216165, 0.0010975460754707456, 0.0015619357582181692, 0.0022839733865112066, 0.014295123517513275]
Jpsi   , 2 , 12, 8         , 	[2.3, 2.4],		[50.0, 75.0],		[-0.002568230265751481, -0.00011764944065362216, 0.0015887845074757936]
DY+Jpsi, 12, 12, 12750     , 	[2.3, 2.4],		[50.0, 75.0],		[-0.014343243092298508, -0.0019391708774492145, -0.0012872087536379695, -0.0008540996350347996, -0.0004993883776478469, -0.00019190496823284775, 0.00010783475590869784, 0.0004085429245606065, 0.0007258774130605161, 0.0010973928729072213, 0.0015619144542142749, 0.0022839123848825693, 0.014295123517513275]
DY     , 12, 12, 2278      , 	[2.3, 2.4],		[75.0, 100.0],		[-0.012811693362891674, -0.001850775326602161, -0.0012314353371039033, -0.0008058378589339554, -0.00046221844968385994, -0.000167364880326204, 0.00011353127774782479, 0.0004068638081662357, 0.0007258605328388512, 0.0010694685624912381, 0.001521576545201242, 0.0022094864398241043, 0.01411418616771698]
Jpsi   , 2 , 12, 1         , 	[2.3, 2.4],		[75.0, 100.0],		[0.0006339907995425102, 0.0006339907995425165, 0.002492501633241773]
DY+Jpsi, 12, 12, 2278      , 	[2.3, 2.4],		[75.0, 100.0],		[-0.012811693362891674, -0.001850775326602161, -0.0012314353371039033, -0.0008057456579990685, -0.00046185162500478327, -0.00016711335047148168, 0.00011382850061636418, 0.0004070099093951285, 0.000725888938177377, 0.0010695038363337517, 0.0015217546606436372, 0.002209518337622285, 0.01411418616771698]
DY     , 5 , 12, 2178      , 	[2.3, 2.4],		[100.0, 150.0],		[-0.006166744511574507, -0.0009221534128300846, -0.00015772125334478915, 0.0005305763334035873, 0.0013783836038783193, 0.014322078786790371]
Jpsi   , 2 , 12, 0         , 	[2.3, 2.4],		[100.0, 150.0],		[0.002764625707641216, 0.002764625707641244, 0.002764625707641244]
DY+Jpsi, 5 , 12, 2178      , 	[2.3, 2.4],		[100.0, 150.0],		[-0.006166744511574507, -0.0009221534128300846, -0.00015772125334478915, 0.0005307962419465184, 0.0013792330864816904, 0.014322078786790371]
DY     , 2 , 12, 958       , 	[2.3, 2.4],		[150.0, 200.0],		[-0.005504895932972431, 0.0003581351484172046, 0.007128491066396236]
Jpsi   , -1, 12, 0         , 	[2.3, 2.4],		[150.0, 200.0],		[None, None]
DY+Jpsi, 2 , 12, 958       , 	[2.3, 2.4],		[150.0, 200.0],		[-0.005504895932972431, 0.0003581351484172046, 0.007128491066396236]
DY     , 2 , 12, 336       , 	[2.3, 2.4],		[200.0, 1000],		[-0.0035099172964692116, 0.0005116753745824099, 0.005778231658041477]
Jpsi   , -1, 12, 0         , 	[2.3, 2.4],		[200.0, 1000],		[None, None]
DY+Jpsi, 2 , 12, 336       , 	[2.3, 2.4],		[200.0, 1000],		[-0.0035099172964692116, 0.0005116753745824099, 0.005778231658041477]

